level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	12	1	1	3	457	1097	131	27	95	60,514.00
4	1	12	1	2	0	45	1147	355	23	-1	
5	1	12	1	2	1	45	1147	66	23	96	2019
5	1	12	1	2	2	172	1147	46	22	95	KIA
5	1	12	1	2	3	347	1147	53	23	37	K90:
4	1	12	1	3	0	39	1217	549	23	-1	
5	1	12	1	3	1	39	1217	195	23	88	KNAS24J64K6
5	1	12	1	3	2	245	1217	96	23	96	010282
5	1	12	1	3	3	532	1217	56	23	96	0.00
4	1	12	1	4	0	45	1267	173	23	-1	
5	1	12	1	4	1	45	1267	66	23	96	2019
5	1	12	1	4	2	172	1267	46	22	95	KIA
3	1	12	2	0	0	38	1337	550	865	-1	
4	1	12	2	1	0	38	1337	550	23	-1	
5	1	12	2	1	1	38	1337	202	23	90	3KPF24AD6KE
5	1	12	2	1	2	251	1337	98	23	96	011320
5	1	12	2	1	3	532	1337	56	23	96	0.00
4	1	12	2	2	0	45	1387	355	23	-1	
5	1	12	2	2	1	45	1387	66	23	96	2019
5	1	12	2	2	2	172	1387	46	22	95	KIA
5	1	12	2	2	3	347	1387	53	23	91	FOF
4	1	12	2	3	0	38	1458	550	27	-1	
5	1	12	2	3	1	38	1458	205	23	90	3KPF34ADXKE
5	1	12	2	3	2	255	1458	97	23	95	012757
5	1	12	2	3	3	456	1458	132	27	96	21,976.00
4	1	12	2	4	0	45	1508	355	23	-1	
5	1	12	2	4	1	45	1508	66	23	96	2019
5	1	12	2	4	2	172	1508	46	22	96	KIA
5	1	12	2	4	3	347	1508	53	23	89	FOF
4	1	12	2	5	0	38	1578	550	27	-1	
5	1	12	2	5	1	38	1578	202	23	77	3KPF34ADOKE
5	1	12	2	5	2	251	1578	97	23	96	012864
5	1	12	2	5	3	456	1578	132	27	96	21,859.00
4	1	12	2	6	0	45	1628	355	23	-1	
5	1	12	2	6	1	45	1628	66	23	96	2019
5	1	12	2	6	2	172	1628	46	22	96	KIA
5	1	12	2	6	3	347	1628	53	23	89	FOF
4	1	12	2	7	0	39	1698	549	27	-1	
5	1	12	2	7	1	39	1698	195	23	90	KNAE25LA0J6
5	1	12	2	7	2	245	1698	97	23	95	017300
5	1	12	2	7	3	457	1698	131	27	96	38,075.00
4	1	12	2	8	0	45	1748	355	23	-1	
5	1	12	2	8	1	45	1748	66	23	96	2018
5	1	12	2	8	2	172	1748	46	22	96	KIA
5	1	12	2	8	3	346	1748	54	23	50	STit
4	1	12	2	9	0	39	1818	549	27	-1	
5	1	12	2	9	1	39	1818	196	23	77	KNAE55LC9J6
5	1	12	2	9	2	246	1818	97	23	96	020172
5	1	12	2	9	3	456	1818	132	27	95	47,742.00
4	1	12	2	10	0	45	1868	355	23	-1	
5	1	12	2	10	1	45	1868	66	23	96	2018
5	1	12	2	10	2	172	1868	46	22	96	KIA
5	1	12	2	10	3	346	1868	54	23	50	STit
4	1	12	2	11	0	38	1938	550	27	-1	
5	1	12	2	11	1	38	1938	202	23	78	3KPF34ADOKE
5	1	12	2	11	2	251	1938	97	23	96	022844
5	1	12	2	11	3	456	1938	132	27	96	21,599.00
4	1	12	2	12	0	45	1988	355	23	-1	
5	1	12	2	12	1	45	1988	66	23	96	2019
5	1	12	2	12	2	172	1988	46	22	96	KIA
5	1	12	2	12	3	347	1988	53	23	89	FOF
4	1	12	2	13	0	38	2059	550	27	-1	
5	1	12	2	13	1	38	2059	202	23	89	3KPF24AD8KE
5	1	12	2	13	2	251	2059	97	23	96	026336
5	1	12	2	13	3	459	2059	129	27	96	19,593.00
4	1	12	2	14	0	45	2109	355	23	-1	
5	1	12	2	14	1	45	2109	66	23	96	2019
5	1	12	2	14	2	172	2109	46	22	95	KIA
5	1	12	2	14	3	347	2109	53	23	90	FOF
4	1	12	2	15	0	39	2179	549	23	-1	
5	1	12	2	15	1	39	2179	196	23	87	KNAE55LC7J6
5	1	12	2	15	2	246	2179	98	23	96	028495
5	1	12	2	15	3	532	2179	56	23	96	0.00
2	1	13	0	0	0	45	2229	355	23	-1	
3	1	13	1	0	0	45	2229	355	23	-1	
4	1	13	1	1	0	45	2229	355	23	-1	
5	1	13	1	1	1	45	2229	66	23	96	2018
5	1	13	1	1	2	172	2229	46	22	95	KIA
5	1	13	1	1	3	346	2229	54	23	72	STit
